Timestamp,Latitude,Longitude,Temperature,Humidity,Altitude,MQ2,MQ9,MQ135,PM2.5,PM10
2026-06-14 19:45:00,28.7528445,77.4962145,38.6,48.9,46.2,63,43,73,12.3,26.9
2026-06-14 19:46:00,28.7535467,77.496588,24.9,38.4,43.5,87,31,155,92.5,346.2
2026-06-14 19:47:00,28.7527853,77.4967301,23.3,69,45.2,117,87,218,136.2,412.5
2026-06-14 19:48:00,28.7535439,77.496017,30.8,63.5,18.9,201,180,254,166.8,211.1
2026-06-14 19:49:00,28.7533999,77.4963257,23.2,81.6,37.7,107,234,312,104.1,153.2
2026-06-14 19:50:00,28.7530351,77.4973949,30.2,56.8,46.2,173,294,279,165.6,227.1
2026-06-14 19:51:00,28.7526653,77.4967639,37.3,30.4,8.4,109,165,302,180.6,216.9
2026-06-14 19:52:00,28.7532477,77.496587,24.3,59.9,55.7,130,214,550,163.3,248.3
2026-06-14 19:53:00,28.7527229,77.4973547,29,73.4,40.6,258,153,601,204,264.6
2026-06-14 19:54:00,28.7534871,77.4972753,40.1,82.2,41.3,328,210,259,291.2,421
2026-06-14 19:55:00,28.752671,77.4968064,23.3,62.4,45.2,167,182,732,291.5,389.8
2026-06-14 19:56:00,28.7534024,77.4976943,32.9,36.3,40.4,493,124,516,301.7,371.1
2026-06-14 19:57:00,28.7532333,77.4972772,29,36.3,42.8,206,261,305,146.1,186.6
2026-06-14 19:58:00,28.7534902,77.4967946,36,88.5,41,149,191,340,104.4,155.3
2026-06-14 19:59:00,28.753577,77.4972133,28.6,34.8,43.5,92,259,270,143.4,197.8
2026-06-14 20:00:00,28.7529342,77.4963393,25.1,41.7,49.8,216,180,252,106.1,158.5
2026-06-14 20:01:00,28.7533412,77.4968163,33,70.6,42.9,44,18,79,14.8,25.7
2026-06-14 20:02:00,28.7529932,77.4965013,25,49.9,43.2,152,184,333,110.5,158.1
2026-06-14 20:03:00,28.753643,77.4963592,28.8,38.4,48.8,217,187,282,168.5,202.5
2026-06-14 20:04:00,28.7532021,77.4960016,38.6,82.9,50.3,199,316,227,88.6,125.1
2026-06-14 20:05:00,28.7528106,77.4962905,23.5,81.4,42,61,17,85,15.6,24.7
2026-06-14 20:06:00,28.7528618,77.4967382,25.1,60.4,42.4,67,45,109,20.7,34.6
2026-06-14 20:07:00,28.753059,77.4973889,29,42.2,20.3,649,165,624,428.8,527
2026-06-14 20:08:00,28.7529008,77.4974194,26,66.7,53,102,67,245,98.4,310
2026-06-14 20:09:00,28.7528019,77.4968307,26.2,81.7,34.4,185,195,282,150.2,193.4
2026-06-14 20:10:00,28.7527705,77.4965223,33.2,67.8,48,147,220,329,132.3,162.1
2026-06-14 20:11:00,28.7534566,77.4967672,29.8,42,42.6,15,19,100,19.6,33.5
2026-06-14 20:12:00,28.7534519,77.4962744,34.9,66.5,12,64,85,247,143,297.5
2026-06-14 20:13:00,28.7527975,77.4960549,24.2,53,41.7,180,168,241,199.3,229.8
2026-06-14 20:14:00,28.7532072,77.4969363,27.6,33.7,33.8,61,56,127,15.5,39.4
2026-06-14 20:15:00,28.7532546,77.4965414,35.4,37.3,39.4,54,69,172,112.1,287
2026-06-14 20:16:00,28.7532967,77.4973051,32.5,79.5,24.4,41,57,86,15.7,36.1
2026-06-14 20:17:00,28.7528163,77.4966523,35.3,77.6,52.9,166,208,212,189.9,254.6
2026-06-14 20:18:00,28.7534489,77.4968823,39.4,46.4,47.8,171,297,260,141.1,182
2026-06-14 20:19:00,28.7535437,77.4976578,25.9,76.2,19.5,232,143,692,303.7,369
2026-06-14 20:20:00,28.752983,77.4975061,35.2,37.7,45.4,544,135,436,449.4,502
2026-06-14 20:21:00,28.7530308,77.4962922,25.2,46.6,43.6,105,258,287,95.7,150.7
2026-06-14 20:22:00,28.7531788,77.4968534,32,62.1,30.2,92,30,153,131.6,304.5
2026-06-14 20:23:00,28.7526721,77.4964882,38.1,78.9,58.4,148,158,281,201.3,252.5
2026-06-14 20:24:00,28.7527934,77.4960478,28.2,30.6,52.1,176,313,224,157,224.1
2026-06-14 20:25:00,28.753368,77.4966939,26.5,42.1,51.7,194,191,210,205.1,257.6
2026-06-14 20:26:00,28.7535589,77.4964063,36.6,69,54.6,122,90,202,132.1,365.8
2026-06-14 20:27:00,28.7532777,77.4959784,33.2,56.2,49.5,180,252,564,227,281.7
2026-06-14 20:28:00,28.7531161,77.497104,33.1,41.8,44.9,266,117,288,280.2,374.1
2026-06-14 20:29:00,28.7534704,77.496622,29.5,82.4,23.4,123,79,279,152.8,360.6
2026-06-14 20:30:00,28.7531974,77.4963256,40.1,72.9,53.2,97,36,266,177.1,475.5
2026-06-14 20:31:00,28.7531017,77.4968009,22.7,38.6,42.2,104,72,250,106.3,354.7
2026-06-14 20:32:00,28.7529739,77.4960798,27.2,51.3,58.3,116,167,200,153.3,191.6
2026-06-14 20:33:00,28.7532456,77.4974115,38.3,73.7,41,293,118,421,286,434.8
2026-06-14 20:34:00,28.7531843,77.4963171,37.6,68.7,49.4,41,34,89,15.1,24.3
2026-06-14 20:35:00,28.7527468,77.496549,25.8,48.6,6,172,131,668,316,418.2
2026-06-14 20:36:00,28.7526662,77.4972316,31.9,71.4,48.2,67,65,84,10.1,29.9
2026-06-14 20:37:00,28.7530551,77.4976419,37.2,66.8,46.4,94,87,258,154.5,343.5
2026-06-14 20:38:00,28.7529996,77.4966536,35,32,40,96,75,196,150.6,423.5
2026-06-14 20:39:00,28.7526641,77.4966943,40.6,57.9,41.8,93,172,350,90.3,118.6
2026-06-14 20:40:00,28.7526737,77.4962147,25.9,82.7,41.9,90,174,286,181.5,238.9
2026-06-14 20:41:00,28.7534226,77.4970108,32.2,52.5,57.8,83,164,222,122.6,152.8
2026-06-14 20:42:00,28.7529155,77.4963468,40.8,81.7,36.2,72,37,217,140.4,329.3
2026-06-14 20:43:00,28.752714,77.4968767,33.2,35,40.9,341,164,248,156.2,277.3
2026-06-14 20:44:00,28.7528421,77.49722,34.6,31.8,36.3,145,219,331,212.9,247.3
2026-06-14 20:45:00,28.7532366,77.4974072,26.7,34.6,43.3,339,118,294,186.5,276.8
2026-06-14 20:46:00,28.7529457,77.4970125,34.8,77.7,28.8,82,295,334,178.6,232.7
2026-06-14 20:47:00,28.7528301,77.496676,28.7,67.9,42.2,313,204,488,222.7,307.7
2026-06-14 20:48:00,28.7535971,77.4971244,30.5,47.7,2.6,94,45,281,113.6,285.4
2026-06-14 20:49:00,28.7535701,77.4960174,33.2,67.9,0.5,215,158,475,247.9,327.2
2026-06-14 20:50:00,28.7528676,77.4964216,39.9,32.8,49.7,592,196,643,407.6,509.6
2026-06-14 20:51:00,28.7533327,77.4975642,24.4,42.5,3.8,577,199,439,272.9,321.2
2026-06-14 20:52:00,28.7526678,77.4968765,24,83.9,51.8,194,159,301,92.7,157.3
2026-06-14 20:53:00,28.7535204,77.4966528,22.7,40.5,50.4,32,56,77,10.6,26.6
2026-06-14 20:54:00,28.7536256,77.497144,23.4,87.8,48.1,75,82,280,167,340.7
2026-06-14 20:55:00,28.7526734,77.4962733,24.7,81,23.3,117,67,215,93.4,393.6
2026-06-14 20:56:00,28.7532066,77.4971731,38.1,78,42,159,225,752,259,313.3
2026-06-14 20:57:00,28.753503,77.4973214,26.4,77.8,48.2,65,31,129,24.6,35
2026-06-14 20:58:00,28.753588,77.4973181,40,38,25.4,68,31,111,9.5,30.7
2026-06-14 20:59:00,28.7531303,77.4964244,28.4,74.8,44.8,307,129,260,199.5,328.6
2026-06-14 21:00:00,28.7530251,77.496564,34.2,36.4,16.2,212,129,262,279.3,446.3
2026-06-14 21:01:00,28.7526618,77.4960088,36.7,50.5,58.3,89,203,249,113.7,141.8
2026-06-14 21:02:00,28.7533303,77.4968832,28,33.2,45.3,102,73,145,130.2,438.1
2026-06-14 21:03:00,28.7527077,77.4974065,39.8,88.3,47.8,162,311,348,127.3,180.5
2026-06-14 21:04:00,28.7530998,77.4972976,38.7,44.8,50.2,461,216,535,235.9,289.3
2026-06-14 21:05:00,28.7535618,77.4967839,35.1,82.2,23.3,29,52,74,26.6,39.3
2026-06-14 21:06:00,28.7528799,77.4969676,26.4,80.8,44.9,166,202,193,218.3,267.8
2026-06-14 21:07:00,28.752624,77.4972569,37.8,61,53.1,166,227,483,198.3,286.6
2026-06-14 21:08:00,28.7529615,77.4976168,34.5,53.3,48.7,138,157,187,97.7,149.7
2026-06-14 21:09:00,28.7528719,77.4965349,39,57.7,43.6,67,36,119,7.8,18.9
2026-06-14 21:10:00,28.7529556,77.497447,35.9,73.4,8.6,73,44,161,150.5,374.6
2026-06-14 21:11:00,28.7534021,77.4967123,25.4,44.5,45.9,252,191,633,224.3,277.7
2026-06-14 21:12:00,28.7527422,77.4964143,33.3,35.1,45.8,414,212,605,385.5,440.7
2026-06-14 21:13:00,28.7531709,77.4959869,31.1,76.1,54.4,48,16,84,17.4,33.4
2026-06-14 21:14:00,28.7533645,77.4962975,35.8,38.7,49.7,59,26,64,27.2,45.6
2026-06-14 21:15:00,28.7535676,77.4970987,41.8,42.2,54,530,199,427,296.7,399.3
2026-06-14 21:16:00,28.75329,77.4965178,24.5,31.8,44.6,339,213,465,263.2,363.4
2026-06-14 21:17:00,28.7535296,77.4967388,34.2,34.6,49.2,123,228,350,194.4,239.7
2026-06-14 21:18:00,28.7528434,77.4972358,34.6,71.5,41,211,169,317,125.5,177.7
2026-06-14 21:19:00,28.7526757,77.4968279,25.2,32.1,43.2,61,30,66,24.6,39.4
2026-06-14 21:20:00,28.7532648,77.4976107,22.5,46.7,38.5,56,70,175,139.8,292.9
2026-06-14 21:21:00,28.7526223,77.4975402,27,66.8,48,70,50,108,9.9,25.8
2026-06-14 21:22:00,28.7528891,77.4971855,22.2,77.8,24.5,213,189,506,191.1,285.5
2026-06-14 21:23:00,28.7528335,77.4972935,29.4,51.5,58.1,40,17,114,17.8,33.7
2026-06-14 21:24:00,28.7533741,77.4960325,33.2,79.2,53.4,167,294,230,176.9,204.4
2026-06-14 21:25:00,28.7533164,77.4976676,27.7,34.9,51.2,105,250,248,142.5,203.1
2026-06-14 21:26:00,28.7535336,77.497606,29.1,71.3,44.9,92,302,346,102.7,160.6
2026-06-14 21:27:00,28.7526848,77.4970047,29.4,90.7,41.5,141,235,199,107.9,137.6
2026-06-14 21:28:00,28.7530386,77.497023,27.1,43.7,44.1,155,205,346,146.4,207.3
2026-06-14 21:29:00,28.752635,77.4961127,24.8,39.6,31.4,104,45,265,167.8,381.6
2026-06-14 21:30:00,28.7528343,77.496915,41.8,61.2,37.5,92,181,219,168.3,225.3
2026-06-14 21:31:00,28.7531379,77.4976007,23,45,27.6,593,183,631,432.7,471.4
2026-06-14 21:32:00,28.752632,77.4964315,33,45.4,58.1,48,48,267,92.7,239.3
2026-06-14 21:33:00,28.7528133,77.4960355,36.4,88.9,45.3,105,91,179,163.7,360.4
2026-06-14 21:34:00,28.7532766,77.4960269,34.3,38.9,50.1,107,82,150,138.5,361.9
2026-06-14 21:35:00,28.753171,77.4968393,29.5,89.7,25.9,37,18,89,26.8,46.1
2026-06-14 21:36:00,28.7528344,77.497098,31.3,34.5,52,71,25,80,21.4,41.9
2026-06-14 21:37:00,28.753219,77.4967198,32.6,65.9,5.1,219,206,260,129.2,184.1
2026-06-14 21:38:00,28.7534511,77.4964894,39.9,58.4,46.6,90,232,189,161.7,201.3
2026-06-14 21:39:00,28.7526078,77.4974319,23.4,67.3,48.4,83,231,205,151.3,192.1
2026-06-14 21:40:00,28.7534535,77.4976556,32.6,32.4,49.6,616,239,480,414.2,511.9
2026-06-14 21:41:00,28.7533348,77.4960014,30.6,54.2,57,63,28,68,4.4,24.3
2026-06-14 21:42:00,28.7529482,77.4960566,24,41.6,31.4,152,225,511,200,263.6
2026-06-14 21:43:00,28.7527601,77.4973087,30.9,80.8,47,158,233,460,140.5,223.8
2026-06-14 21:44:00,28.7536145,77.4973784,26.4,55.8,35.5,90,91,158,96.6,239.2
2026-06-14 21:45:00,28.7529583,77.4968976,40.4,76,40.5,202,189,226,121,191.2
2026-06-14 21:46:00,28.7526891,77.497453,32.7,31.2,45.8,623,247,603,460.6,542.4
2026-06-14 21:47:00,28.7526939,77.4971541,39.3,34.8,48.2,445,227,410,465,547.5
2026-06-14 21:48:00,28.7534892,77.4972485,23.3,69.3,52.1,44,32,83,17.7,31.1
2026-06-14 21:49:00,28.7532368,77.4969263,24.3,67.6,33.5,93,156,295,162.7,214
2026-06-14 21:50:00,28.7534435,77.4960573,32.8,60.1,57.6,47,25,85,12.6,20.2
2026-06-14 21:51:00,28.7533699,77.4972917,36.1,66.5,12.8,252,117,761,279.5,343.3
2026-06-14 21:52:00,28.7531687,77.4971731,40.8,38.9,5.7,51,74,185,107.3,362
2026-06-14 21:53:00,28.7536218,77.4967131,25.9,67.9,41.6,101,45,169,89.6,304.7
2026-06-14 21:54:00,28.7530012,77.4967001,21.7,75.3,52.7,146,195,300,155.3,203
2026-06-14 21:55:00,28.7531866,77.4962014,23.4,82.8,32.3,55,23,109,16,30.2
2026-06-14 21:56:00,28.7534745,77.4967272,28.5,82.5,47.5,23,46,89,20.8,38.7
2026-06-14 21:57:00,28.753247,77.4975176,32.9,83,42.6,117,205,216,209.2,266.9
2026-06-14 21:58:00,28.7535078,77.4976709,22.2,74.8,49.5,392,206,448,246.8,397.1
2026-06-14 21:59:00,28.7532084,77.4966031,25.1,73.1,43.8,94,266,228,106,170.6
2026-06-14 22:00:00,28.7533454,77.4963034,38.7,82.9,37.1,124,248,270,115.9,154.3
2026-06-14 22:01:00,28.7526404,77.4967237,29.2,59.3,42.4,253,204,434,172.5,288.4
2026-06-14 22:02:00,28.7528296,77.4960617,41.1,46.8,40.2,189,240,256,140.4,210.4
2026-06-14 22:03:00,28.7529101,77.4963718,40,42,44.4,42,15,129,26.3,44.2
2026-06-14 22:04:00,28.7526797,77.4969903,37.1,69,47.6,46,91,229,142.9,400.1
2026-06-14 22:05:00,28.7528459,77.4963645,39.8,59.2,45.4,37,41,95,16.3,29.7
2026-06-14 22:06:00,28.7527096,77.4972551,29.7,75.8,43.6,106,44,256,135.7,282.2
2026-06-14 22:07:00,28.7528874,77.497505,30.9,64.4,57.2,193,259,301,170.5,219.3
2026-06-14 22:08:00,28.7532609,77.497341,41.2,74.9,49,189,253,754,257,321.6
2026-06-14 22:09:00,28.7529788,77.4969487,37.1,70.1,52.6,168,162,439,167.9,283.3
2026-06-14 22:10:00,28.7529863,77.4976823,37.5,57.5,40.7,110,41,253,126.7,312.7
2026-06-14 22:11:00,28.7528118,77.4959972,22.4,76.5,35.1,47,75,256,101.9,377.8
2026-06-14 22:12:00,28.7528856,77.4972081,31.7,63,56.4,50,62,179,153.8,409.2
2026-06-14 22:13:00,28.7535919,77.4973797,33.8,87,28.1,303,232,359,266.9,396.1
2026-06-14 22:14:00,28.7532803,77.496098,36.8,57.7,48,219,167,451,262.5,389.2
2026-06-14 22:15:00,28.7532354,77.4961886,31,73.9,19.7,161,231,326,88.6,127.7
2026-06-14 22:16:00,28.7527851,77.4962875,25.5,42.4,46,164,284,294,137.9,171.2
2026-06-14 22:17:00,28.7533648,77.4960461,40.4,44.8,43.5,609,219,594,227.2,289
2026-06-14 22:18:00,28.7527643,77.4965721,41,55.5,32.6,257,178,671,189.1,267.1
2026-06-14 22:19:00,28.7529953,77.4970971,29.1,70,42.6,24,46,72,25.4,45.1
2026-06-14 22:20:00,28.7536385,77.4963971,33.8,70.6,44.6,263,133,465,211.1,301
2026-06-14 22:21:00,28.7532643,77.496479,25.8,51,41.5,183,223,291,112.4,147
2026-06-14 22:22:00,28.7531809,77.4970128,32.8,91.3,54,64,23,63,22.8,41.7
2026-06-14 22:23:00,28.7533256,77.4967913,22.8,39.4,44.5,103,295,236,146.9,186.3
2026-06-14 22:24:00,28.7534921,77.4961832,34.4,87.7,40.4,118,228,211,157.3,225.5
2026-06-14 22:25:00,28.7534235,77.4960998,40.5,31,6,424,134,656,389.3,480
2026-06-14 22:26:00,28.7528432,77.4963926,39.3,66.7,16.4,135,207,690,226.6,296.2
2026-06-14 22:27:00,28.7526346,77.4969051,28.6,44.1,48.7,379,225,539,377.2,484.3
2026-06-14 22:28:00,28.7529337,77.4968192,36.6,36.6,48.3,591,242,596,335.6,436.7
2026-06-14 22:29:00,28.7528781,77.4972326,38.7,33.9,1.6,187,240,706,251.9,318.7
2026-06-14 22:30:00,28.7528246,77.4965915,39.1,41.7,40.5,35,41,91,26.4,43.7
2026-06-14 22:31:00,28.7535843,77.4975555,22,88,51.4,179,277,326,187.2,242.3
2026-06-14 22:32:00,28.7535234,77.4963485,31.7,78.1,3.3,64,51,204,109.9,354.7
2026-06-14 22:33:00,28.7529328,77.4971993,32.3,31.1,40.3,487,208,576,288.6,347.9
2026-06-14 22:34:00,28.7532873,77.4976014,24.5,62.7,54.5,130,202,237,178.9,218.9
2026-06-14 22:35:00,28.7530191,77.4973248,37.5,65.2,6.8,66,49,209,113.1,309.3
2026-06-14 22:36:00,28.753564,77.4964718,24.5,32.6,46.6,72,77,179,143.7,424.1
2026-06-14 22:37:00,28.753076,77.497096,22.4,46.6,49,42,29,70,8.9,27
2026-06-14 22:38:00,28.7528729,77.4968873,23.4,60.3,22.9,65,28,73,9,22.1
2026-06-14 22:39:00,28.7528645,77.4964304,41.6,38.3,30.7,140,280,284,137.5,189.2
2026-06-14 22:40:00,28.7531919,77.4971761,42.1,48.5,48,149,175,748,189.2,283.2
2026-06-14 22:41:00,28.752882,77.4968467,25.7,35.9,44.9,47,62,124,10.8,23.9
2026-06-14 22:42:00,28.7532175,77.4960685,36.1,56.5,56.5,79,80,202,117.9,360.5
2026-06-14 22:43:00,28.7535395,77.4975308,39.9,78.4,46.7,66,76,228,141.2,427
2026-06-14 22:44:00,28.7530253,77.4971877,30.4,56.7,15,258,173,386,226.7,350.3
2026-06-14 22:45:00,28.7528243,77.4970387,39.9,75.3,50.2,48,31,200,173.2,456.3
2026-06-14 22:46:00,28.7536419,77.4964541,41,48.4,26.6,461,129,446,338.9,428.1
2026-06-14 22:47:00,28.7531277,77.4963186,33.7,67.2,46,103,265,274,134.7,177.9
2026-06-14 22:48:00,28.7526897,77.4962005,25.2,53.8,38.6,62,44,138,6.9,15.4
2026-06-14 22:49:00,28.7526484,77.4976613,24.2,77,16.4,74,316,321,140.3,171.7
2026-06-14 22:50:00,28.7527062,77.4963661,34.6,38,45.4,346,167,481,362,472.3
2026-06-14 22:51:00,28.7532606,77.4972555,24.7,89.2,46,67,72,185,109.1,257.4
2026-06-14 22:52:00,28.7534289,77.4963336,26.6,43.2,42.3,375,160,612,461.9,528
2026-06-14 22:53:00,28.7530411,77.4966141,31.3,49.1,44,389,223,455,456.2,531.1
2026-06-14 22:54:00,28.7526589,77.4973789,27.1,78.5,3.6,249,190,420,204.6,261.9
2026-06-14 22:55:00,28.7529939,77.496221,41.9,58,39.9,112,59,235,111.5,392.8
2026-06-14 22:56:00,28.7536435,77.4976668,40.7,83.1,5.2,139,292,275,110.8,168.3
2026-06-14 22:57:00,28.7531588,77.4971811,36.7,73.2,49,42,34,126,26.1,33
2026-06-14 22:58:00,28.7536201,77.4970879,28.3,35.7,42.5,173,235,490,205.9,356.1
2026-06-14 22:59:00,28.7535086,77.4967522,35.4,39,29.6,459,201,674,398.6,490.5
2026-06-14 23:00:00,28.7526127,77.4961729,39.5,52.8,49.4,247,259,433,253.8,316.1
2026-06-14 23:01:00,28.7533519,77.4968235,27.7,42.2,45.6,48,80,177,123,394.7
2026-06-14 23:02:00,28.7533109,77.4960219,22.6,77.4,41.4,248,207,288,175.7,294.3
2026-06-14 23:03:00,28.7531616,77.4964537,25.4,40.7,45,87,69,213,126.4,374.8
2026-06-14 23:04:00,28.7528785,77.4966323,34.8,56.2,45.2,198,228,327,99.2,144.1
2026-06-14 23:05:00,28.7532738,77.4973957,34,69.3,53.7,147,262,257,107.6,152.2
2026-06-14 23:06:00,28.7527183,77.4961151,26.4,34.2,55.5,684,197,356,465.2,555.8
2026-06-14 23:07:00,28.7530613,77.4964524,35.7,45.3,53.1,624,245,489,424.9,479.5
2026-06-14 23:08:00,28.7530821,77.4970227,26,45.5,47.5,118,310,205,200,258.7
2026-06-14 23:09:00,28.7536073,77.4968257,30.7,64.3,41.5,108,227,262,181.5,217.4
2026-06-14 23:10:00,28.7535198,77.4974639,32.6,87.2,27.2,38,33,92,26.4,41.2
2026-06-14 23:11:00,28.7528815,77.4966309,27.9,80.9,32,271,120,281,255.8,356.7
2026-06-14 23:12:00,28.7531256,77.4960514,35.4,52.4,35.1,115,54,180,154.6,303.7
2026-06-14 23:13:00,28.7527806,77.4963219,30.9,36,11.7,613,215,682,454.1,505.7
2026-06-14 23:14:00,28.7535628,77.4962921,39.7,63.9,48.9,33,25,124,24.3,36.9
2026-06-14 23:15:00,28.7535229,77.4967198,25,37.6,49.8,572,153,393,287.2,371.7
2026-06-14 23:16:00,28.7529108,77.4960528,41.1,70.5,42.7,121,255,352,94.2,139.9
2026-06-14 23:17:00,28.7532778,77.4964878,40.8,31.2,49.5,545,230,468,436.8,488.8
2026-06-14 23:18:00,28.7532353,77.4969046,41.4,42.9,17.6,417,151,582,251.5,309.2
2026-06-14 23:19:00,28.7527587,77.4965646,23.2,50.3,45.7,354,245,300,145.7,296.8
2026-06-14 23:20:00,28.7533987,77.4960102,26,83.6,53.1,119,297,185,119.8,183.1
2026-06-14 23:21:00,28.7531734,77.4970137,33.1,77.2,49.1,377,110,288,139.8,302.1
2026-06-14 23:22:00,28.7534187,77.4975179,28.6,39.3,40.6,184,289,205,186.6,234.7
2026-06-14 23:23:00,28.7531587,77.4975674,32.3,36.8,32.1,129,253,576,229.9,346.5
2026-06-14 23:24:00,28.7525959,77.4975457,31.6,54.1,47.8,46,49,72,25.4,35.3
2026-06-14 23:25:00,28.7529326,77.4973641,24.4,67.3,5.9,67,35,116,29.2,39.2
2026-06-14 23:26:00,28.7526116,77.4969866,34,36,42.7,656,171,569,335.5,390
2026-06-14 23:27:00,28.7535733,77.4972765,29.9,37,47.9,662,186,541,461.4,556.5
2026-06-14 23:28:00,28.753529,77.4965531,23.4,57.2,34.7,44,31,139,6.2,27.8
2026-06-14 23:29:00,28.7534815,77.4974049,35.6,41.1,2.2,542,131,505,371.3,432.1
2026-06-14 23:30:00,28.7529294,77.4967145,34.9,43.9,40,172,177,249,162.1,217.9
2026-06-14 23:31:00,28.7526611,77.4967107,41.7,79.1,40.4,123,184,438,184.3,282.9
2026-06-14 23:32:00,28.7535286,77.4972258,29.1,31.2,40.5,179,168,208,180.1,243.9
2026-06-14 23:33:00,28.753588,77.4972334,32.6,53.1,14.6,31,44,98,19.1,37.5
2026-06-14 23:34:00,28.7526829,77.4960715,23.5,32.3,19,642,136,692,251.3,324.7
2026-06-14 23:35:00,28.7531025,77.4961538,30.6,43.7,32.2,79,52,181,108.7,364.3
2026-06-14 23:36:00,28.7526724,77.4966424,35.6,34.1,57.2,627,136,351,279.7,394.3
2026-06-14 23:37:00,28.7534029,77.497208,27.8,35.9,45.3,225,166,482,215.4,308.9
2026-06-14 23:38:00,28.7534078,77.4971459,38.9,47.5,17.2,700,135,567,233.2,351.3
2026-06-14 23:39:00,28.7527249,77.4974531,33.3,49.9,55.1,381,227,354,464.2,519.2
2026-06-14 23:40:00,28.753094,77.4975925,35.6,39,38.7,375,186,575,371.4,453.1
2026-06-14 23:41:00,28.7531748,77.4967651,28.4,50.4,47.4,208,310,204,153.8,190.7
2026-06-14 23:42:00,28.7528705,77.4969548,28.7,87.6,57.9,158,180,478,177.7,230.6
2026-06-14 23:43:00,28.7535204,77.4969506,37.1,69.6,40.7,119,63,273,153.6,431.5
2026-06-14 23:44:00,28.7530508,77.496864,40.7,40.8,21.7,638,202,676,304.5,380.2
2026-06-14 23:45:00,28.7528212,77.4962509,38.2,64.6,49.6,47,54,267,123.5,283.6
2026-06-14 23:46:00,28.7531739,77.4966197,23.4,80.4,47.2,243,216,648,245.9,359
2026-06-14 23:47:00,28.7533598,77.4972632,23,85,53.2,70,47,274,128.1,435.8
2026-06-14 23:48:00,28.7528031,77.4975628,38.2,37.6,24.1,369,248,678,265.8,321.2
2026-06-14 23:49:00,28.7529266,77.4961954,32.3,30.9,51.3,458,221,563,420.3,512.5
2026-06-14 23:50:00,28.7536537,77.4959904,28.9,49.8,54.8,95,52,209,150.9,404.3
2026-06-14 23:51:00,28.7532815,77.4973433,39.1,50.8,40.5,184,190,330,290.7,439.8
2026-06-14 23:52:00,28.7530554,77.4976186,34.2,87.5,6.2,181,319,270,191.7,248.7
2026-06-14 23:53:00,28.7531455,77.4961216,37.2,70.6,46.3,229,255,597,161.8,220.9
2026-06-14 23:54:00,28.7527262,77.496405,28.7,75.6,46.7,191,139,275,187.9,343.4
2026-06-14 23:55:00,28.7528279,77.496912,32.6,32.1,6.8,661,207,666,257.6,323.6
2026-06-14 23:56:00,28.7529542,77.4965546,37.5,79.7,4.1,233,133,633,215.1,313
2026-06-14 23:57:00,28.7532138,77.4966516,33.9,75.3,6.5,212,238,307,183.5,344.2
2026-06-14 23:58:00,28.7528452,77.4970348,39,38.6,46.7,544,234,487,412.3,491.3
2026-06-14 23:59:00,28.7528306,77.4966014,26.1,66.7,56.6,89,310,304,195.6,248.5
2026-06-15 00:00:00,28.7526698,77.4971105,39.3,81,42.3,68,32,96,15.3,29.9
2026-06-15 00:01:00,28.7532628,77.4973137,23.6,83.2,59.5,211,126,633,161.9,239.1
2026-06-15 00:02:00,28.7528314,77.4973696,41.7,51.2,42.1,110,317,267,188.2,229.4
2026-06-15 00:03:00,28.753557,77.4970212,38.7,72.7,59.8,200,268,335,78.6,112.8
2026-06-15 00:04:00,28.7535018,77.496179,38.7,63.7,59.4,218,260,203,184.7,222.1
2026-06-15 00:05:00,28.7526788,77.4969519,26.5,69.5,40.2,29,22,124,18.2,24.2
2026-06-15 00:06:00,28.7528533,77.4965239,27,38.5,52.8,636,214,474,369.1,424.4
2026-06-15 00:07:00,28.7532976,77.4964216,29.4,38.7,1.6,581,121,546,439.9,479.6
2026-06-15 00:08:00,28.7528153,77.4962731,36.6,51.3,49,143,320,341,92.4,146.4
2026-06-15 00:09:00,28.7527304,77.4967708,24.8,50.7,48.3,65,83,263,175.9,402.6
2026-06-15 00:10:00,28.7535796,77.4967326,24.8,72.1,6.3,90,226,232,83.6,123.8
2026-06-15 00:11:00,28.7531918,77.496777,41.1,60.5,52.7,52,46,85,4.1,19.9
2026-06-15 00:12:00,28.7530892,77.4976429,39.4,32.4,43.3,149,186,269,136.8,181.9
2026-06-15 00:13:00,28.7534201,77.4967944,40.9,45.7,28,669,243,545,457.9,536.9
2026-06-15 00:14:00,28.7534508,77.4974258,23.5,65.6,23.9,110,53,226,87.8,291
2026-06-15 00:15:00,28.7527943,77.4963524,31.3,73.6,47.4,191,234,300,87.8,146.9
2026-06-15 00:16:00,28.7527034,77.4960751,42,45.9,55.7,93,168,338,132.4,181.4
2026-06-15 00:17:00,28.7530555,77.4975855,24.9,32.9,17.7,93,37,184,82.3,359
2026-06-15 00:18:00,28.7530425,77.4964426,30.1,63.2,21.5,193,245,273,138.4,170.7
2026-06-15 00:19:00,28.7530862,77.4970241,29.1,48.8,46.7,27,18,88,15.8,31.6
2026-06-15 00:20:00,28.7533729,77.496512,27.3,31.4,20.5,636,193,598,274.9,322.9
2026-06-15 00:21:00,28.7533063,77.4960799,36.5,88.6,55.7,166,325,271,172.6,228.3
2026-06-15 00:22:00,28.7536312,77.4962768,28.3,40.4,40.4,124,239,313,106.5,178.1
2026-06-15 00:23:00,28.7527012,77.4972891,27,58.5,33.8,209,238,699,178.4,290.2
